,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,label
19741,27,Local-gov,230997,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
19742,60,Private,389254,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
19743,68,Private,67791,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,0
19744,31,Private,203488,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
19745,30,Private,205407,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,0
19746,29,Private,232914,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
19747,46,Private,219611,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
19748,45,Private,155489,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
19749,38,Private,69306,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
19750,35,Self-emp-not-inc,372525,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
19751,28,Private,217530,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,0
19752,48,Private,191858,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19753,44,Private,202466,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,0
19754,39,Private,202662,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
19755,38,Private,98080,Some-college,10,Never-married,Adm-clerical,Other-relative,Other,Male,0,0,40,India,0
19756,36,Private,181705,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
19757,27,Local-gov,132718,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,0
19758,47,Private,155509,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,0,0,35,United-States,0
19759,30,Private,100734,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
19760,60,Self-emp-not-inc,236470,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
19761,21,Private,188923,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
19762,42,Private,256448,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,0
19763,41,Self-emp-not-inc,165815,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
19764,24,Private,29302,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,?,0
19765,35,Private,189623,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
19766,45,Private,246431,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,0
19767,38,Private,189922,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
19768,62,Private,202958,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
19769,48,Private,202322,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,El-Salvador,0
19770,43,Federal-gov,25005,Masters,14,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,12,United-States,0
19771,19,Private,92863,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
19772,25,Private,177625,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
19773,37,Private,105813,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,1
19774,19,?,181118,HS-grad,9,Never-married,?,Own-child,Black,Female,0,0,20,United-States,0
19775,56,Self-emp-inc,220896,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
19776,55,Private,189664,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
19777,57,Self-emp-not-inc,110199,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,0
19778,27,Private,147638,Bachelors,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,40,Hong,0
19779,45,Private,126876,HS-grad,9,Divorced,Craft-repair,Own-child,White,Female,0,0,40,United-States,0
19780,22,Private,195532,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8614,0,40,United-States,1
19781,58,?,365410,Some-college,10,Separated,?,Other-relative,White,Female,0,0,99,United-States,0
19782,72,Self-emp-not-inc,139889,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,74,United-States,0
19783,39,Private,324420,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Mexico,0
19784,28,Private,115677,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,32,United-States,0
19785,20,Private,166371,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
19786,28,State-gov,175389,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,0
19787,33,Private,111567,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
19788,33,Private,280111,11th,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,0
19789,26,Private,76996,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,38,United-States,0
19790,28,Private,194690,7th-8th,4,Separated,Other-service,Own-child,White,Male,0,0,60,Mexico,0
19791,37,Private,187346,5th-6th,3,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,Mexico,0
19792,41,Private,202565,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
19793,59,Self-emp-not-inc,80467,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,24,United-States,0
19794,57,Private,265099,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
19795,47,Federal-gov,380127,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
19796,33,Private,214635,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,0
19797,30,Private,181372,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
19798,24,Private,265567,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
19799,32,Private,137367,11th,7,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,0
19800,19,?,37085,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,0
19801,51,Private,251487,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
19802,49,Private,177211,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
19803,36,Local-gov,161132,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,0
19804,23,Private,180339,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,65,United-States,0
19805,21,State-gov,181761,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,0
19806,42,Private,194537,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
19807,35,Private,258339,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
19808,30,Private,190912,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,1651,40,Vietnam,0
19809,37,Private,123361,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,50,United-States,1
19810,39,Private,140169,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,0
19811,37,Private,121772,HS-grad,9,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Hong,0
19812,40,Private,193537,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Dominican-Republic,0
19813,53,Private,224894,5th-6th,3,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,0,0,10,Haiti,0
19814,31,Self-emp-inc,118584,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
19815,28,Private,138692,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
19816,21,Self-emp-not-inc,83704,9th,5,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,0
19817,51,Private,192588,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Philippines,0
19818,55,Private,231738,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,England,0
19819,33,Private,97939,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States,0
19820,24,?,175069,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,50,United-States,0
19821,56,Self-emp-inc,208809,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,1
19822,38,Private,186191,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,0
19823,20,Private,231981,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,0
19824,36,Local-gov,174640,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,60,United-States,1
19825,22,Private,215251,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Germany,0
19826,47,Local-gov,242552,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,0
19827,23,?,214238,7th-8th,4,Never-married,?,Not-in-family,White,Female,0,0,40,Mexico,0
19828,80,Self-emp-inc,120796,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19829,36,Private,127388,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
19830,57,Private,36091,HS-grad,9,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
19831,59,Self-emp-inc,165695,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,1
19832,56,Self-emp-not-inc,285832,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,70,United-States,0
19833,34,Private,94413,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
19834,62,?,352156,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
19835,28,Private,196690,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
19836,46,Private,72896,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
19837,41,Private,67339,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,40,United-States,1
19838,39,Without-pay,334291,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19839,45,Federal-gov,181970,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1672,40,United-States,0
19840,30,Private,101859,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
19841,65,?,137354,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,20,United-States,0
19842,33,Private,55291,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
19843,41,Local-gov,176716,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
19844,51,Self-emp-not-inc,159755,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,1
19845,48,Private,125933,Some-college,10,Widowed,Exec-managerial,Unmarried,Black,Female,0,1669,38,United-States,0
19846,49,Private,298130,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
19847,41,Private,86399,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,0
19848,59,Self-emp-not-inc,148526,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
19849,73,Private,29778,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,37,United-States,0
19850,26,Private,150062,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
19851,40,State-gov,119578,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,0
19852,35,Local-gov,329759,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19853,21,Private,103205,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
19854,22,?,27937,Some-college,10,Never-married,?,Own-child,White,Male,0,0,36,United-States,0
19855,37,Private,125933,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1
19856,48,Local-gov,242923,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1848,40,United-States,1
19857,48,Private,75619,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,60,United-States,0
19858,39,Private,151248,Some-college,10,Divorced,Sales,Other-relative,White,Female,0,0,35,United-States,0
19859,20,?,180052,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,0
19860,41,Private,209547,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
19861,42,Private,350550,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
19862,18,?,280901,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,15,United-States,0
19863,43,Self-emp-inc,198316,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
19864,46,Private,32825,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
19865,28,Private,189186,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
19866,90,?,313986,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,1
19867,26,?,109564,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,40,United-States,0
19868,47,Private,95155,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,1
19869,58,Self-emp-inc,258883,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
19870,19,Private,222445,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,0
19871,57,Private,204816,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,0
19872,30,Local-gov,170449,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1
19873,19,?,181265,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,United-States,0
19874,32,Private,257068,Some-college,10,Married-spouse-absent,Transport-moving,Not-in-family,White,Female,0,0,37,United-States,0
19875,44,Private,157765,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
19876,42,Self-emp-not-inc,177937,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,45,Poland,0
19877,53,Private,152810,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,55,United-States,1
19878,45,Private,199058,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,?,0
19879,37,Self-emp-not-inc,82540,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,1
19880,33,Local-gov,70164,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States,0
19881,22,Private,554317,9th,5,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,35,Mexico,0
19882,31,Private,190027,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,40,?,0
19883,30,Private,330802,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
19884,35,Private,257416,Assoc-voc,11,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,0
19885,28,Private,258862,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,18,United-States,0
19886,39,State-gov,326566,Some-college,10,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,0
19887,42,Private,159449,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
19888,36,Self-emp-not-inc,207202,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0
19889,52,Private,159755,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,1
19890,33,Private,578701,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,?,0
19891,26,Private,50103,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
19892,45,Private,341762,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
19893,72,Federal-gov,94242,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,16,United-States,0
19894,35,Private,187589,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19895,37,Private,163392,HS-grad,9,Never-married,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,0,40,?,0
19896,37,Private,219546,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,47,United-States,0
19897,24,Private,215243,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,0
19898,25,Private,193787,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,0
19899,23,Private,408988,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0
19900,19,Private,169853,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,0
19901,33,Private,162930,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Italy,0
19902,39,Private,32650,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,0
19903,41,Private,177305,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
19904,50,Private,341797,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,1
19905,30,Private,168443,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,30,United-States,0
19906,35,Private,327435,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,1
19907,24,Private,356861,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
19908,65,Self-emp-not-inc,172906,Assoc-acdm,12,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
19909,42,Private,210857,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1
19910,50,Self-emp-not-inc,231196,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,0
19911,26,Private,104830,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,594,0,35,United-States,0
19912,53,Private,157059,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,0
19913,24,State-gov,165201,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,0
19914,40,Private,198270,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
19915,39,Self-emp-inc,216473,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
19916,60,Private,23063,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
19917,31,State-gov,123037,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,13,United-States,0
19918,35,Self-emp-not-inc,230268,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
19919,24,Private,200967,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,36,United-States,0
19920,37,State-gov,239409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
19921,57,State-gov,399246,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1485,40,China,0
19922,34,Local-gov,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
19923,21,Private,209955,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,0
19924,29,Private,105598,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,58,United-States,0
19925,33,Private,191385,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,0
19926,28,Private,218039,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19927,24,Private,23438,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19928,49,Federal-gov,115784,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19929,45,Self-emp-inc,34091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,1
19930,54,Private,81859,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
19931,20,Private,304710,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,0
19932,49,Self-emp-inc,362795,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,99999,0,80,Mexico,1
19933,54,Local-gov,116428,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
19934,61,Self-emp-not-inc,186000,Assoc-voc,11,Widowed,Craft-repair,Unmarried,White,Female,0,0,40,Canada,0
19935,19,Private,219867,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,0
19936,40,Private,116632,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
19937,24,Private,228395,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,0
19938,40,Private,179735,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,0
19939,48,Private,359808,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,1
19940,40,Private,259307,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
19941,37,Self-emp-inc,342084,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
19942,33,State-gov,120460,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19943,20,Private,291979,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,35,United-States,0
19944,21,Private,143436,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
19945,61,?,198542,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0
19946,32,Private,188048,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
19947,63,Private,43313,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19948,50,Private,116814,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
19949,47,Local-gov,232149,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,0
19950,21,Private,166851,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,0
19951,40,Self-emp-inc,99185,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
19952,33,Private,159929,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19953,55,Private,128045,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
19954,38,Private,172538,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,0
19955,66,Self-emp-not-inc,262552,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,7,United-States,0
19956,36,Self-emp-inc,186035,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
19957,63,Private,546118,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,1
19958,58,Private,316849,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
19959,54,Private,111130,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,1
19960,50,Private,305147,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
19961,24,Private,318612,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1504,40,United-States,0
19962,32,Private,26803,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,1
19963,51,Private,99185,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
19964,25,Private,274228,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,65,United-States,0
19965,34,Self-emp-not-inc,114691,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
19966,19,Private,129059,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,30,United-States,0
19967,44,Private,195881,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Female,0,0,45,United-States,0
19968,25,Private,143062,Bachelors,13,Never-married,Other-service,Own-child,White,Female,2463,0,30,United-States,0
19969,49,Self-emp-inc,197038,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
19970,34,Private,183557,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,0
19971,40,Self-emp-inc,157240,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,30,Iran,1
19972,20,Private,37783,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,0
19973,49,Self-emp-inc,122066,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,25,United-States,0
19974,25,Local-gov,281412,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
19975,25,Private,216010,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
19976,52,Private,196504,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
19977,36,Local-gov,61778,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
19978,31,Private,197886,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,1
19979,60,?,116961,7th-8th,4,Widowed,?,Unmarried,White,Female,0,0,20,United-States,0
19980,57,Self-emp-not-inc,225913,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,1
19981,41,Private,33331,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
19982,36,Private,218490,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
19983,30,Private,54608,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
